owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,0
cbsa-asfc,2019-2020,14683.82513661202
cbsa-asfc,2020-2021,94563.95568530579
cfia-acia,2018-2019,8888.027729636047
cfia-acia,2019-2020,26664.083188908142
cfia-acia,2020-2021,13089.546224312948
cic,2017-2018,10649.442857142858
cic,2018-2019,14199.257142857145
csc-scc,2017-2018,5205.55397260274
csc-scc,2018-2019,16814.4
csc-scc,2019-2020,28423.24602739726
csc-scc,2020-2021,5750.807394957983
esdc-edsc,2017-2018,645202.9750582536
esdc-edsc,2018-2019,1526435.3710070138
esdc-edsc,2019-2020,971427.4839347326
esdc-edsc,2020-2021,34216.56
hc-sc,2017-2018,17520.1477260274
ic,2018-2019,30805.492139303482
ic,2019-2020,11010.167860696518
nrcan-rncan,2017-2018,0
nrcan-rncan,2018-2019,0
nrcan-rncan,2020-2021,43412.404406779664
nserc-crsng,2017-2018,1184094.0115306715
nserc-crsng,2018-2019,1489796.6234373995
nserc-crsng,2019-2020,827443.6395630721
osfi-bsif,2018-2019,121928.6496350365
osfi-bsif,2019-2020,122262.70072992702
osfi-bsif,2020-2021,121928.6496350365
pch,2017-2018,38952.98630136986
pco-bcp,2020-2021,47503.34246575342
pwgsc-tpsgc,2017-2018,157176.80821917806
pwgsc-tpsgc,2018-2019,2536900.6366666667
pwgsc-tpsgc,2019-2020,1397729.407780822
pwgsc-tpsgc,2020-2021,580949.5733333334
tbs-sct,2017-2018,15939.129863013699
tbs-sct,2018-2019,875.2701369863014
tc,2017-2018,14548.75
tc,2018-2019,24999.89
vac-acc,2018-2019,43245.27983561644
vac-acc,2019-2020,131055.09016438357
