d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,1404437.37,1447685.66
11_defence,2018-2019,876562.63,898350.03
3_information_technology,2017-2018,1732160.23,1785201.31
3_information_technology,2018-2019,1577638.38,1607530.85
3_information_technology,2019-2020,1985848.08,1972077.91
3_information_technology,2020-2021,818488.34,778394.90
3_information_technology,2021-2022,1240929.78,1152006.97
3_information_technology,2022-2023,1008235.69,903916.37
6_industrial_products_and_services,2017-2018,115412.97,118708.99
6_industrial_products_and_services,2018-2019,105424.30,107268.04
6_industrial_products_and_services,2019-2020,34500.00,33726.02
6_industrial_products_and_services,2020-2021,73290.00,70065.99
