owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,5418.964525139665
aandc-aadnc,2018-2019,11598.485474860336
cbsa-asfc,2017-2018,637379.2676953481
cbsa-asfc,2018-2019,591840.2676953481
cbsa-asfc,2019-2020,706735.1278808148
cbsa-asfc,2020-2021,591840.2676953481
dnd-mdn,2017-2018,1404437.3673036091
dnd-mdn,2018-2019,876562.6326963906
isc-sac,2019-2020,15437.42
nrcan-rncan,2017-2018,441.2006707855251
nrcan-rncan,2018-2019,4352.384995586937
nrcan-rncan,2019-2020,7707.9793380406
nrcan-rncan,2020-2021,7696.054995586937
ps-sp,2018-2019,5318.402018348624
ps-sp,2019-2020,10874.497981651375
pwgsc-tpsgc,2017-2018,11927.15
pwgsc-tpsgc,2018-2019,62645.78575342466
pwgsc-tpsgc,2019-2020,70933.60539411633
pwgsc-tpsgc,2020-2021,165468.06418781404
rcmp-grc,2017-2018,728309.9257128354
rcmp-grc,2018-2019,503660.6678613555
rcmp-grc,2019-2020,711994.7800838499
rcmp-grc,2020-2021,163990.28
tc,2017-2018,464096.68888888886
tc,2018-2019,503646.68888888886
tc,2019-2020,496664.6666666667
