d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2191031.50
1_facilities_and_construction,2018-2019,2191031.50
1_facilities_and_construction,2019-2020,2197034.33
1_facilities_and_construction,2020-2021,20522.61
10_office_management,2017-2018,1184149.61
10_office_management,2018-2019,1236398.18
10_office_management,2019-2020,1239785.57
10_office_management,2020-2021,1216892.29
11_defence,2017-2018,9474518.67
11_defence,2018-2019,9790413.22
11_defence,2019-2020,10449933.78
11_defence,2020-2021,10533591.81
2_professional_services,2017-2018,3861946.71
2_professional_services,2018-2019,3102955.40
2_professional_services,2019-2020,2396340.65
2_professional_services,2020-2021,2375541.22
6_industrial_products_and_services,2017-2018,7555193.86
6_industrial_products_and_services,2018-2019,15151899.77
6_industrial_products_and_services,2019-2020,15193411.83
6_industrial_products_and_services,2020-2021,15247519.77
8_security_and_protection,2017-2018,258528.41
8_security_and_protection,2018-2019,258528.41
8_security_and_protection,2019-2020,259236.70
8_security_and_protection,2020-2021,258528.41
9_human_capital,2017-2018,350128.99
9_human_capital,2018-2019,440679.59
9_human_capital,2019-2020,441886.93
9_human_capital,2020-2021,440679.59
