d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,213765.51,220079.52
it_devices_equipment,2018-2019,946782.54,963626.12
it_devices_equipment,2019-2020,1781529.30,1765534.52
it_devices_equipment,2020-2021,2992559.31,2846090.98
it_devices_equipment,2021-2022,2655455.91,2465331.15
it_devices_equipment,2022-2023,3578125.78,3201650.76
it_other,2019-2020,2371.96,2317.82
it_other,2020-2021,13527.57,12882.59
it_other,2021-2022,13527.57,12576.93
it_other,2022-2023,11229.74,10071.07
it_software_licensing,2021-2022,1639.04,1481.67
it_software_licensing,2022-2023,596412.55,529887.29
