owner_org,d_fiscal_year,total
chrc-ccdp,2018-2019,14011.210000000001
dfo-mpo,2020-2021,42504.95
dnd-mdn,2017-2018,1217299.660950873
dnd-mdn,2018-2019,4702138.108233969
dnd-mdn,2019-2020,1361585.878583744
dnd-mdn,2020-2021,7767315.730276144
ec,2019-2020,73972.97
ec,2020-2021,46761.1
esdc-edsc,2020-2021,94460.23
pco-bcp,2017-2018,21025.35
rcmp-grc,2017-2018,101937.55
rcmp-grc,2020-2021,365068.42000000004
ssc-spc,2017-2018,90802.6097504393
ssc-spc,2018-2019,932771.3296858757
ssc-spc,2019-2020,1709928.2849755492
ssc-spc,2020-2021,2457292.1857327856
