d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,17233.72,17403.28
10_office_management,2017-2018,164068.91,167936.35
10_office_management,2018-2019,52612.49,53130.14
10_office_management,2019-2020,38581.91,37686.82
10_office_management,2020-2021,70006.92,66082.96
10_office_management,2021-2022,18026.72,16736.82
2_professional_services,2017-2018,1170120.05,1198673.11
2_professional_services,2018-2019,3582389.16,3634463.10
2_professional_services,2019-2020,2644292.94,2615411.27
2_professional_services,2020-2021,802090.57,760773.88
2_professional_services,2021-2022,1861756.80,1729830.23
3_information_technology,2017-2018,268801.11,275159.12
3_information_technology,2018-2019,564616.66,573534.18
3_information_technology,2019-2020,768603.85,760884.83
3_information_technology,2020-2021,948112.73,901434.34
3_information_technology,2021-2022,922374.60,856336.11
4_medical,2020-2021,7157.66,6755.29
4_medical,2021-2022,17791.91,16675.86
5_transportation_and_logistics,2018-2019,55243.41,55786.95
8_security_and_protection,2020-2021,16799.74,15987.83
8_security_and_protection,2021-2022,13210.05,12442.79
9_human_capital,2017-2018,10290.26,10532.82
9_human_capital,2018-2019,62285.51,63229.93
9_human_capital,2019-2020,85005.53,83820.32
9_human_capital,2020-2021,51675.78,49258.88
9_human_capital,2021-2022,52552.99,48591.95
