d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2803198.92,2875679.22
2018-2019,3157924.71,3207035.11
2019-2020,5066321.08,5009769.91
2020-2021,4625669.73,4397242.16
2021-2022,3301936.91,2582988.44
