d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1827900.76,1883977.31
1_facilities_and_construction,2018-2019,3922904.46,3970506.30
1_facilities_and_construction,2019-2020,12446835.66,12348409.85
1_facilities_and_construction,2020-2021,12182621.89,11601325.44
1_facilities_and_construction,2021-2022,13648365.07,12673465.06
1_facilities_and_construction,2022-2023,15163884.82,13566210.38
10_office_management,2018-2019,688242.80,700398.94
10_office_management,2020-2021,788701.91,749696.79
2_professional_services,2021-2022,3529.00,3190.16
2_professional_services,2022-2023,92006.16,82327.49
6_industrial_products_and_services,2017-2018,853070.08,879239.18
6_industrial_products_and_services,2018-2019,2715520.40,2761665.67
6_industrial_products_and_services,2019-2020,2725529.95,2705800.57
6_industrial_products_and_services,2020-2021,333604.37,316695.95
