owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,24998.990000000005
cbsa-asfc,2017-2018,1652916.1745287792
cbsa-asfc,2018-2019,2008728.5570367235
cbsa-asfc,2019-2020,2246674.7278970606
cbsa-asfc,2020-2021,1147068.1619052528
cfia-acia,2017-2018,211206.44436129965
cfia-acia,2018-2019,289686.774569344
cfia-acia,2019-2020,127769.34615811374
cic,2017-2018,6897319.755005419
cic,2018-2019,11498765.109320221
cic,2019-2020,13303288.839594033
cic,2020-2021,13723150.244432516
cihr-irsc,2017-2018,1041933.8929083546
cihr-irsc,2018-2019,477639.1199178645
cihr-irsc,2019-2020,478947.7202464066
cihr-irsc,2020-2021,180630.5
cnsc-ccsn,2017-2018,80795
crtc,2017-2018,38808
crtc,2019-2020,7333.001272342491
crtc,2020-2021,109305.74934169567
csps-efpc,2020-2021,39550
dfatd-maecd,2017-2018,730816.6453248452
dfatd-maecd,2018-2019,814795.0224269147
dfatd-maecd,2019-2020,490582.66114256706
dfatd-maecd,2020-2021,518075.4975994563
dfo-mpo,2017-2018,766265.3078532023
dfo-mpo,2018-2019,1770177.7537627583
dfo-mpo,2019-2020,839052.7199191347
dfo-mpo,2020-2021,780943.8649301734
dnd-mdn,2017-2018,5045819.812583236
dnd-mdn,2018-2019,985823.9757716227
dnd-mdn,2019-2020,728861.2848350828
dnd-mdn,2020-2021,733403.5703435396
ec,2017-2018,215267.50741116752
ec,2018-2019,189413.1074111675
elections,2017-2018,36167.51083188908
elections,2018-2019,312963.1382610792
elections,2019-2020,486417.51377531595
elections,2020-2021,227605.88713171578
esdc-edsc,2017-2018,398636.7749113588
esdc-edsc,2018-2019,1593138.0126676336
esdc-edsc,2019-2020,964672.6088568375
esdc-edsc,2020-2021,677593.1684931762
hc-sc,2017-2018,115200
ic,2017-2018,2291041.7467568154
ic,2018-2019,2394311.5284148925
ic,2019-2020,2251950.5755057912
ic,2020-2021,1255474.1353259464
jus,2017-2018,24999.51
nrc-cnrc,2017-2018,1685072.0976992073
nrc-cnrc,2018-2019,874774.0265535368
nrc-cnrc,2019-2020,442511.1416347345
nrc-cnrc,2020-2021,375026.25154020934
nrcan-rncan,2017-2018,101002.46913580247
nrcan-rncan,2018-2019,203679.01234567902
nrcan-rncan,2019-2020,102118.51851851853
nserc-crsng,2018-2019,24565.07
nserc-crsng,2019-2020,37666.63
nserc-crsng,2020-2021,25789.09
oag-bvg,2019-2020,256561.98927919706
oag-bvg,2020-2021,1248601.681158759
osgg-bsgg,2020-2021,36652.68000000001
pc,2017-2018,401880.42013565736
pc,2018-2019,442269.903981068
pc,2019-2020,443481.6023481394
pco-bcp,2017-2018,6484432.912852322
pco-bcp,2018-2019,922607.5860356799
pco-bcp,2019-2020,1231889.1933367627
pco-bcp,2020-2021,1220847.7888386506
ppsc-sppc,2019-2020,23855.529999999995
psc-cfp,2018-2019,19240.26436781609
psc-cfp,2019-2020,2498.735632183908
rcmp-grc,2017-2018,4984426.075461485
rcmp-grc,2018-2019,3748538.59737723
rcmp-grc,2019-2020,631637.3234487615
rcmp-grc,2020-2021,13401.449865280985
ssc-spc,2017-2018,500003.55192576867
ssc-spc,2018-2019,239464.76397607458
ssc-spc,2019-2020,256677.18690896186
ssc-spc,2020-2021,53624.860374087584
tbs-sct,2017-2018,24999.79
tc,2017-2018,3198319.0880285893
tc,2018-2019,3008385.311495255
tc,2019-2020,3570006.5036030505
tc,2020-2021,1028221.6199901158
vac-acc,2017-2018,39184.167730496454
vac-acc,2018-2019,10815.542269503547
vac-acc,2020-2021,23000.12
