owner_org,d_fiscal_year,total,total_constant_2019_dollars
atssc-scdata,2017-2018,24998.99,25685.45
cbsa-asfc,2017-2018,1652916.17,1695849.62
cbsa-asfc,2018-2019,2008728.56,2034545.88
cbsa-asfc,2019-2020,2246674.73,2241968.63
cbsa-asfc,2020-2021,1147068.16,1134221.11
cbsa-asfc,2021-2022,507442.76,385474.03
cer-rec,2021-2022,6224.23,0.00
cfia-acia,2017-2018,211206.44,216424.22
cfia-acia,2018-2019,289686.77,293383.62
cfia-acia,2019-2020,127769.35,127512.40
cic,2017-2018,6897319.76,7066989.84
cic,2018-2019,11498765.11,11645328.29
cic,2019-2020,13303288.84,13274474.51
cic,2020-2021,13792125.57,13497646.71
cic,2021-2022,13579535.85,10320733.74
cihr-irsc,2017-2018,1041933.89,1074777.92
cihr-irsc,2018-2019,477639.12,483734.52
cihr-irsc,2019-2020,478947.72,477966.71
cihr-irsc,2020-2021,180630.50,176835.04
cihr-irsc,2021-2022,180630.50,137214.23
cnsc-ccsn,2017-2018,80795.00,82448.11
crtc,2017-2018,38808.00,39508.55
crtc,2019-2020,7333.00,7343.06
crtc,2020-2021,109305.75,106750.89
crtc,2021-2022,72811.09,55310.25
csc-scc,2021-2022,2356205.56,1756151.70
csps-efpc,2020-2021,39550.00,37765.34
dfatd-maecd,2017-2018,730816.65,749652.64
dfatd-maecd,2018-2019,814795.02,825446.26
dfatd-maecd,2019-2020,490582.66,489604.95
dfatd-maecd,2020-2021,518075.50,506660.51
dfatd-maecd,2021-2022,429196.90,334233.78
dfo-mpo,2017-2018,766265.31,783563.73
dfo-mpo,2018-2019,1770177.75,1793312.58
dfo-mpo,2019-2020,839052.72,835988.91
dfo-mpo,2020-2021,780943.86,761428.12
dfo-mpo,2021-2022,1154328.07,905063.10
dnd-mdn,2017-2018,5045819.81,5198218.03
dnd-mdn,2018-2019,985823.98,997657.59
dnd-mdn,2019-2020,728861.28,727273.03
dnd-mdn,2020-2021,733403.57,716677.20
dnd-mdn,2021-2022,457151.31,366730.64
ec,2017-2018,215267.51,220812.31
ec,2018-2019,189413.11,191830.31
elections,2017-2018,36167.51,36788.77
elections,2018-2019,312963.14,316961.53
elections,2019-2020,486417.51,485421.20
elections,2020-2021,227605.89,222823.37
esdc-edsc,2017-2018,398636.77,406072.82
esdc-edsc,2018-2019,1593138.01,1613450.92
esdc-edsc,2019-2020,964672.61,962801.90
esdc-edsc,2020-2021,677593.17,662738.77
esdc-edsc,2021-2022,140171.03,39222.83
fcac-acfc,2021-2022,125000.00,112305.55
hc-sc,2017-2018,115200.00,117344.29
ic,2017-2018,2291041.75,2352726.27
ic,2018-2019,2394311.53,2424838.48
ic,2019-2020,2251950.58,2248596.57
ic,2020-2021,1255474.14,1238286.88
ic,2021-2022,702506.12,411949.33
jus,2017-2018,24999.51,25458.18
nrc-cnrc,2017-2018,1685072.10,1730663.91
nrc-cnrc,2018-2019,874774.03,885938.55
nrc-cnrc,2019-2020,442511.14,441567.04
nrc-cnrc,2020-2021,375026.25,368190.14
nrc-cnrc,2021-2022,698823.68,491495.80
nrcan-rncan,2017-2018,101002.47,102881.70
nrcan-rncan,2018-2019,203679.01,206278.27
nrcan-rncan,2019-2020,102118.52,102071.93
nserc-crsng,2018-2019,24565.07,24791.20
nserc-crsng,2019-2020,37666.63,37625.18
nserc-crsng,2020-2021,25789.09,25351.37
oag-bvg,2019-2020,256561.99,256913.77
oag-bvg,2020-2021,1248601.68,1222365.73
oag-bvg,2021-2022,1248601.68,948488.31
osgg-bsgg,2020-2021,36652.68,35974.72
pc,2017-2018,401880.42,412304.12
pc,2018-2019,442269.90,447913.94
pc,2019-2020,443481.60,442573.24
pco-bcp,2017-2018,6484432.91,6624082.30
pco-bcp,2018-2019,922607.59,934304.02
pco-bcp,2019-2020,1231889.19,1229709.09
pco-bcp,2020-2021,1220847.79,1194374.27
pco-bcp,2021-2022,704445.58,527838.70
ppsc-sppc,2019-2020,23855.53,23741.45
psc-cfp,2018-2019,19240.26,19516.49
psc-cfp,2019-2020,2498.74,2497.60
rcmp-grc,2017-2018,4984426.08,5121933.65
rcmp-grc,2018-2019,3748538.60,3795792.35
rcmp-grc,2019-2020,631637.32,631327.77
rcmp-grc,2020-2021,13401.45,13119.86
rcmp-grc,2021-2022,10096.98,9190.68
ssc-spc,2017-2018,500003.55,513449.05
ssc-spc,2018-2019,239464.76,242509.46
ssc-spc,2019-2020,256677.19,256151.44
ssc-spc,2020-2021,53624.86,54093.95
tbs-sct,2017-2018,24999.79,25472.02
tc,2017-2018,3198319.09,3283839.54
tc,2018-2019,3008385.31,3046121.76
tc,2019-2020,3570006.50,3562561.44
tc,2020-2021,1012089.26,990004.59
tc,2021-2022,531284.17,371954.21
vac-acc,2017-2018,39184.17,40296.09
vac-acc,2018-2019,10815.54,10930.28
vac-acc,2020-2021,23000.12,21913.41
vac-acc,2021-2022,21972.40,19665.66
