d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,29977623.41,30743525.20
it_consulting_services,2018-2019,27980337.75,28413941.96
it_consulting_services,2019-2020,22506248.64,22320019.28
it_consulting_services,2020-2021,16525087.73,15709544.36
it_consulting_services,2021-2022,15012678.51,13936371.47
it_other,2017-2018,38808.00,39733.88
it_other,2018-2019,13627.80,13761.88
it_other,2019-2020,2106434.47,2088414.53
it_other,2020-2021,108515.77,103169.06
it_software_licensing,2017-2018,102882.45,105554.60
