d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,39217.60186046512
11_defence,2017-2018,4318351.866166673
11_defence,2018-2019,259869.4817518248
11_defence,2019-2020,65370.5
2_professional_services,2017-2018,3828790.097879158
2_professional_services,2018-2019,5938994.7389553245
2_professional_services,2019-2020,7827592.036756684
2_professional_services,2020-2021,9759553.54776424
3_information_technology,2017-2018,28830970.231534585
3_information_technology,2018-2019,25592951.437389635
3_information_technology,2019-2020,20980388.02099003
3_information_technology,2020-2021,13632847.601769313
9_human_capital,2017-2018,13401.449865280985
9_human_capital,2018-2019,37966.519865280985
9_human_capital,2019-2020,51104.796166281754
9_human_capital,2020-2021,39190.53986528098
