d_most_recent_category,total,percentage
3_information_technology,236074910.14,0.712
11_defence,90096421.52,0.2717
10_office_management,4107308.76,0.0124
2_professional_services,758252.25,0.0023
6_industrial_products_and_services,286532.81,9e-4
0_other,159908.84,5e-4
1_facilities_and_construction,72467.44,2e-4
9_human_capital,11625.35,0
