d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,100077.99,102473.79
0_other,2018-2019,11252.01,11362.72
0_other,2019-2020,21807.54,21695.03
0_other,2020-2021,15582.83,14927.39
0_other,2021-2022,11188.48,6733.75
1_facilities_and_construction,2019-2020,88857.40,87204.03
1_facilities_and_construction,2020-2021,147208.79,140200.91
1_facilities_and_construction,2021-2022,386384.83,171151.17
10_office_management,2017-2018,542307.38,555101.79
10_office_management,2018-2019,3191281.58,3240686.11
10_office_management,2019-2020,63207.36,63027.72
10_office_management,2020-2021,422694.04,399135.75
11_defence,2017-2018,17300315.42,17716829.43
11_defence,2018-2019,27805726.26,28204439.99
11_defence,2019-2020,37674587.27,37380553.12
11_defence,2020-2021,3956656.19,3759103.07
11_defence,2021-2022,2382567.44,1764749.38
2_professional_services,2017-2018,413081.81,423729.91
2_professional_services,2018-2019,125464.37,127263.59
2_professional_services,2019-2020,225037.61,222847.74
2_professional_services,2020-2021,68746.65,65099.33
2_professional_services,2021-2022,280136.12,214585.55
3_information_technology,2017-2018,42323705.83,43354285.20
3_information_technology,2018-2019,54321997.90,55022141.33
3_information_technology,2019-2020,76656045.71,75591609.99
3_information_technology,2020-2021,44457326.09,42211797.74
3_information_technology,2021-2022,17802777.81,11082807.60
6_industrial_products_and_services,2017-2018,70201.02,72227.45
6_industrial_products_and_services,2018-2019,368582.32,373451.09
6_industrial_products_and_services,2019-2020,190673.43,190113.41
6_industrial_products_and_services,2020-2021,84497.39,79670.34
6_industrial_products_and_services,2021-2022,13786.00,12768.17
9_human_capital,2018-2019,11625.35,11739.73
9_human_capital,2020-2021,32038.89,30693.17
