owner_org,d_fiscal_year,total
aafc-aac,2017-2018,2369586.753878788
aafc-aac,2018-2019,2357119.013397173
aafc-aac,2019-2020,1591141.794942394
aafc-aac,2020-2021,1057859.973066763
aandc-aadnc,2017-2018,451996.3390277778
aandc-aadnc,2018-2019,1004462.0489920424
aandc-aadnc,2019-2020,60000.57100795756
acoa-apeca,2018-2019,23061.27
acoa-apeca,2019-2020,145258.35
atssc-scdata,2018-2019,85672.43
atssc-scdata,2019-2020,13410.16
cas-satj,2017-2018,75758
cas-satj,2018-2019,51922.450000000004
cas-satj,2019-2020,882504.3
cas-satj,2020-2021,488219.62
cbsa-asfc,2017-2018,2034968.3048838528
cbsa-asfc,2018-2019,10048926.531315487
cbsa-asfc,2019-2020,3089625.8228368326
cbsa-asfc,2020-2021,281217.56754461443
ced-dec,2018-2019,58344.7542857143
ced-dec,2019-2020,214450.5877142857
ced-dec,2020-2021,8743.008
cer-rec,2017-2018,511887.79000000004
cer-rec,2018-2019,216312.18
cer-rec,2019-2020,68185.95
cer-rec,2020-2021,694611.22
cfia-acia,2017-2018,1313031.1862162163
cfia-acia,2018-2019,5175513.083783784
cfia-acia,2019-2020,10779.07
cfia-acia,2020-2021,891901.2139622641
cgc-ccg,2018-2019,71270.99
cgc-ccg,2019-2020,50143.56
cgc-ccg,2020-2021,38140.33
chrc-ccdp,2018-2019,108914.24
cic,2017-2018,5950588.7620547945
cic,2018-2019,549985.5381818182
cic,2019-2020,492082.60181818187
cic,2020-2021,287083.99
cics-scic,2019-2020,100168.35
cihr-irsc,2017-2018,28410
cihr-irsc,2018-2019,196630.64
cihr-irsc,2019-2020,364680.24
cihr-irsc,2020-2021,82120.06999999999
cnsc-ccsn,2017-2018,270742.9271428571
cnsc-ccsn,2018-2019,438524.67926383874
cnsc-ccsn,2019-2020,1495508.693579053
cnsc-ccsn,2020-2021,289353.5357285368
cpc-cpp,2017-2018,176282.5
cpc-cpp,2019-2020,55837.5
cra-arc,2017-2018,522946.3891502383
cra-arc,2018-2019,2414792.1304800673
cra-arc,2019-2020,10393247.253797615
cra-arc,2020-2021,284598.4309090909
crtc,2017-2018,84342.76
crtc,2020-2021,11942.269999999999
csa-asc,2017-2018,746866.01
csa-asc,2018-2019,296269.42
csa-asc,2019-2020,1288967.5676085919
csa-asc,2020-2021,475485.4357381715
csc-scc,2017-2018,1164897.8291034303
csc-scc,2018-2019,2811574.9532965696
csc-scc,2019-2020,1573701.3776
csc-scc,2020-2021,776645.8400000001
csps-efpc,2017-2018,10795.03
csps-efpc,2018-2019,761291.3740000001
csps-efpc,2019-2020,338071.086
csps-efpc,2020-2021,47924.58083832335
cta-otc,2017-2018,15947.923768809851
cta-otc,2018-2019,25573.350512995898
cta-otc,2019-2020,123559.28491605454
cta-otc,2020-2021,136125.32925862118
dfatd-maecd,2017-2018,46997.28
dfatd-maecd,2018-2019,35346.29
dfatd-maecd,2019-2020,257144.18
dfatd-maecd,2020-2021,150640.3
dfo-mpo,2017-2018,1582805.6554326923
dfo-mpo,2018-2019,601792.5845673077
dfo-mpo,2019-2020,5110619.5200000005
dfo-mpo,2020-2021,397066.14
dnd-mdn,2017-2018,17062371.378752775
dnd-mdn,2018-2019,28224479.480132554
dnd-mdn,2019-2020,37950650.214231804
dnd-mdn,2020-2021,4189159.797737809
ec,2017-2018,213213.410894812
ec,2018-2019,517044.31034114305
ec,2019-2020,561939.4687640449
ec,2020-2021,626301.3858333334
esdc-edsc,2018-2019,77491.64
esdc-edsc,2019-2020,11181372.99967742
