d_fiscal_year,total,total_constant_2019_dollars
2017-2018,60163670.31,61361936.84
2018-2019,85802186.41,86838930.38
2019-2020,114920216.33,114738674.03
2020-2021,49171981.35,47854147.87
2021-2022,20876840.67,12838928.64
