d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1501891.55,1541516.65
2018-2019,537564.23,547176.91
2019-2020,1454010.41,1443603.52
2020-2021,1402748.38,1337275.16
2021-2022,32125.29,30274.12
