d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,961644.95,986901.99
1_facilities_and_construction,2018-2019,425533.10,432979.22
1_facilities_and_construction,2019-2020,1055108.44,1046711.57
1_facilities_and_construction,2020-2021,1349025.95,1286420.49
10_office_management,2017-2018,90711.17,93102.65
10_office_management,2018-2019,78538.58,80244.40
2_professional_services,2017-2018,76139.54,78146.86
2_professional_services,2018-2019,15866.67,16036.71
2_professional_services,2019-2020,362099.69,360807.01
5_transportation_and_logistics,2017-2018,100204.99,102971.95
6_industrial_products_and_services,2017-2018,273190.90,280393.21
6_industrial_products_and_services,2018-2019,17625.88,17916.58
6_industrial_products_and_services,2019-2020,36802.28,36084.94
6_industrial_products_and_services,2020-2021,53722.42,50854.67
6_industrial_products_and_services,2021-2022,32125.29,30274.12
