d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,961644.9529661654
1_facilities_and_construction,2018-2019,425533.1004308488
1_facilities_and_construction,2019-2020,1055108.4392456778
1_facilities_and_construction,2020-2021,1349025.95421263
10_office_management,2017-2018,90711.17000000001
10_office_management,2018-2019,78538.57999999999
2_professional_services,2017-2018,76139.54
2_professional_services,2018-2019,15866.67
2_professional_services,2019-2020,362099.69
5_transportation_and_logistics,2017-2018,100204.98595238094
6_industrial_products_and_services,2017-2018,273190.9
6_industrial_products_and_services,2018-2019,17625.88045751634
6_industrial_products_and_services,2019-2020,36802.27954248366
6_industrial_products_and_services,2020-2021,53722.42340425532
