d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,16831.34,16988.57
1_facilities_and_construction,2019-2020,33296.77,33399.81
3_information_technology,2020-2021,328223.08,312435.44
3_information_technology,2021-2022,480822.01,447032.56
3_information_technology,2022-2023,480822.01,430241.55
5_transportation_and_logistics,2017-2018,734217.27,756680.36
5_transportation_and_logistics,2018-2019,656728.76,669313.75
5_transportation_and_logistics,2019-2020,476803.07,475483.31
6_industrial_products_and_services,2018-2019,15205.23,15577.48
6_industrial_products_and_services,2019-2020,5277.71,5235.61
6_industrial_products_and_services,2020-2021,61625.15,58299.01
6_industrial_products_and_services,2021-2022,343478.90,319748.22
6_industrial_products_and_services,2022-2023,319907.23,286254.33
