d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1317513.19,1357557.24
1_facilities_and_construction,2018-2019,2073540.54,2112920.73
1_facilities_and_construction,2019-2020,1432415.07,1420988.73
1_facilities_and_construction,2020-2021,1476745.15,1406020.47
1_facilities_and_construction,2021-2022,1626066.78,1511796.02
1_facilities_and_construction,2022-2023,748600.17,668604.18
2_professional_services,2017-2018,73611.49,75794.02
2_professional_services,2019-2020,14946.75,14767.54
3_information_technology,2020-2021,417006.61,393632.73
3_information_technology,2021-2022,1146768.17,1075840.77
