d_fiscal_year,total,total_constant_2019_dollars
2017-2018,364159.09,373619.96
2018-2019,903796.88,915660.85
2019-2020,1654160.04,1637494.97
2020-2021,1089733.25,1034559.09
2021-2022,1165325.34,1085486.57
