owner_org,d_fiscal_year,total
cas-satj,2018-2019,11163.1
cas-satj,2019-2020,18605.17
cbsa-asfc,2018-2019,906972.88
cfia-acia,2018-2019,364531.22000000003
cic,2018-2019,386347.13999999996
cra-arc,2018-2019,6225473.444282652
cra-arc,2019-2020,18484452.892896835
cra-arc,2020-2021,10886713.012820512
crtc,2018-2019,41494.78999999999
cta-otc,2017-2018,6708.852366621067
cta-otc,2018-2019,39127.1458618331
cta-otc,2019-2020,42115.08426812585
cta-otc,2020-2021,42000.01573187414
dfatd-maecd,2018-2019,5122378.43
dnd-mdn,2018-2019,501916.00651366124
dnd-mdn,2019-2020,203879.366
dnd-mdn,2020-2021,14183.257486338796
ec,2017-2018,18045.68
hc-sc,2017-2018,1349952.7500000002
hc-sc,2018-2019,68847.88
iaac-aeic,2017-2018,92917.64
iaac-aeic,2018-2019,164112.16999999998
pbc-clcc,2018-2019,15682.96
pc,2018-2019,23790.49
pch,2018-2019,484618.48
pwgsc-tpsgc,2017-2018,10402279.350000001
ssc-spc,2017-2018,1310214.78
ssc-spc,2018-2019,314282.16
