d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,102900.00,106080.75
1_facilities_and_construction,2018-2019,164716.11,167849.84
1_facilities_and_construction,2019-2020,129227.13,128075.17
1_facilities_and_construction,2020-2021,122162.86,116406.11
1_facilities_and_construction,2021-2022,131895.02,122844.06
1_facilities_and_construction,2022-2023,91007.75,82103.45
6_industrial_products_and_services,2017-2018,11410.56,11747.08
6_industrial_products_and_services,2018-2019,63650.05,65018.09
6_industrial_products_and_services,2019-2020,35324.86,34791.36
6_industrial_products_and_services,2020-2021,285257.94,272093.17
6_industrial_products_and_services,2021-2022,1885798.47,1759809.16
6_industrial_products_and_services,2022-2023,469684.25,418084.94
