owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,738423.66,760731.68
aafc-aac,2018-2019,1106408.98,1126226.98
aafc-aac,2019-2020,1322880.58,1309614.07
aafc-aac,2020-2021,1798910.46,1717429.62
aafc-aac,2021-2022,675048.86,621580.33
aandc-aadnc,2018-2019,24438.28,25013.97
cihr-irsc,2017-2018,497631.42,512806.19
cihr-irsc,2018-2019,487147.54,496048.88
cihr-irsc,2019-2020,17474.63,17332.61
cihr-irsc,2020-2021,23859.02,22716.54
cihr-irsc,2021-2022,67077.83,61741.18
cnsc-ccsn,2017-2018,215403.97,222005.93
cnsc-ccsn,2018-2019,215403.97,219341.33
cnsc-ccsn,2019-2020,191871.03,190712.28
cnsc-ccsn,2020-2021,119873.68,114278.45
cnsc-ccsn,2021-2022,127656.69,119397.32
csa-asc,2017-2018,137060.20,141303.67
csa-asc,2018-2019,82970.26,84600.58
csa-asc,2019-2020,107639.80,106915.35
csa-asc,2020-2021,87935.87,83835.82
csa-asc,2021-2022,76547.58,71931.92
dfatd-maecd,2017-2018,15436.36,15861.74
dfatd-maecd,2018-2019,17424.40,17573.00
dfo-mpo,2017-2018,1055595.06,1085891.26
dfo-mpo,2018-2019,290569.81,296794.76
dfo-mpo,2019-2020,102047.82,99616.97
dfo-mpo,2020-2021,483733.18,461178.86
dnd-mdn,2017-2018,231333.46,238366.83
dnd-mdn,2018-2019,479518.95,487594.58
dnd-mdn,2019-2020,623274.79,619445.18
dnd-mdn,2020-2021,305561.07,291772.04
dnd-mdn,2021-2022,133735.56,122181.89
ec,2017-2018,478459.36,493122.59
ec,2018-2019,323817.65,330173.31
ec,2019-2020,463904.12,460616.95
ec,2020-2021,444559.67,423103.89
ec,2021-2022,889615.46,834308.81
hc-sc,2017-2018,11339.55,11668.60
hc-sc,2018-2019,8183.73,8382.50
hc-sc,2020-2021,296709.11,281411.32
hc-sc,2021-2022,1203320.27,1126020.23
ic,2017-2018,50450.48,51881.37
ic,2018-2019,93391.72,94866.31
ic,2019-2020,188797.94,188094.80
ic,2020-2021,95867.27,91463.91
ic,2021-2022,63407.68,59069.84
nrc-cnrc,2017-2018,1485926.03,1528925.11
nrc-cnrc,2018-2019,734456.74,741978.15
nrc-cnrc,2019-2020,2175990.17,2139582.38
nrc-cnrc,2020-2021,36547.96,34663.61
nrc-cnrc,2021-2022,2375429.79,2238040.32
nrcan-rncan,2017-2018,753936.43,777723.21
nrcan-rncan,2018-2019,979525.73,998265.12
nrcan-rncan,2019-2020,533777.49,523722.71
nrcan-rncan,2020-2021,1574840.86,1501320.58
nrcan-rncan,2021-2022,379095.93,350051.07
nserc-crsng,2018-2019,24346.98,24589.70
nserc-crsng,2019-2020,157409.00,156968.54
opc-cpvp,2018-2019,18352.31,18551.05
phac-aspc,2021-2022,20938.53,19308.29
ps-sp,2017-2018,514.14,528.31
ps-sp,2018-2019,15766.94,16104.72
rcmp-grc,2018-2019,16542.89,16683.97
rcmp-grc,2019-2020,4273.86,4172.06
rcmp-grc,2020-2021,28355.10,27168.07
rcmp-grc,2021-2022,3745.50,3405.67
sshrc-crsh,2018-2019,76756.01,77627.87
sshrc-crsh,2019-2020,16447.72,16507.54
sshrc-crsh,2021-2022,50679.59,46939.28
statcan,2017-2018,27605.88,28366.62
statcan,2018-2019,98246.24,100311.26
statcan,2019-2020,26157.44,25534.35
statcan,2020-2021,117745.27,112294.17
statcan,2021-2022,122789.46,114656.54
tc,2019-2020,6925.87,6777.19
tc,2020-2021,62680.92,59561.54
tc,2021-2022,5834.88,5305.49
