d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1074043.05,1106760.09
it_consulting_services,2018-2019,2651238.22,2703249.88
it_consulting_services,2019-2020,2006538.95,1988547.56
it_consulting_services,2020-2021,2850678.83,2714908.26
it_consulting_services,2021-2022,3336340.64,3084917.38
it_consulting_services,2022-2023,4741296.58,4248985.08
it_devices_equipment,2021-2022,912.94,825.28
it_devices_equipment,2022-2023,186689.75,167163.86
it_software_licensing,2017-2018,503713.84,519234.80
it_software_licensing,2018-2019,479024.61,488253.60
