d_most_recent_category,total,percentage
9_human_capital,10251322.51,0.4618653671773225
10_office_management,9124297.64,0.4110881375221798
2_professional_services,1812280.18,0.08165087468582334
3_information_technology,984726.49,0.044366086572407315
1_facilities_and_construction,22851.00,0.001029534042266948
