d_fiscal_year,total,total_constant_2019_dollars
2018-2019,109900.45,111802.03
2019-2020,658934.47,645840.97
2020-2021,710225.93,674823.94
2021-2022,508379.09,468014.35
2022-2023,890056.42,795605.18
