d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,128173.30362934365
1_facilities_and_construction,2018-2019,4895238.656385543
1_facilities_and_construction,2019-2020,17227474.502279893
1_facilities_and_construction,2020-2021,17180404.899814647
11_defence,2018-2019,2752.2085263157896
11_defence,2019-2020,26298.881473684214
2_professional_services,2017-2018,1873058.6833381027
2_professional_services,2018-2019,907893.9358650586
2_professional_services,2019-2020,2338181.98339793
2_professional_services,2020-2021,5012248.975076566
6_industrial_products_and_services,2017-2018,8627240.648948826
6_industrial_products_and_services,2018-2019,4586846.557454184
6_industrial_products_and_services,2019-2020,2561163.038226348
6_industrial_products_and_services,2020-2021,34165.91720848057
