d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,117353.79,120283.61
1_facilities_and_construction,2018-2019,192946.55,195947.16
1_facilities_and_construction,2019-2020,193475.17,191842.44
1_facilities_and_construction,2020-2021,192946.55,183428.55
1_facilities_and_construction,2021-2022,192946.55,179140.26
11_defence,2017-2018,264261.57,271034.03
11_defence,2018-2019,114526.16,116307.21
11_defence,2019-2020,114839.93,113870.80
11_defence,2020-2021,114526.16,108876.62
2_professional_services,2017-2018,1634.60,1677.70
2_professional_services,2018-2019,76785.26,77607.20
2_professional_services,2019-2020,149793.58,146168.50
2_professional_services,2020-2021,5474535.33,5223305.72
2_professional_services,2021-2022,5690531.13,5226355.43
3_information_technology,2017-2018,42097847.67,43186447.40
3_information_technology,2018-2019,38203477.74,38791923.68
3_information_technology,2019-2020,36503019.89,36178897.59
3_information_technology,2020-2021,48834826.08,46442360.19
3_information_technology,2021-2022,54883328.60,50884080.79
9_human_capital,2017-2018,18485.55,18953.77
9_human_capital,2018-2019,9280.81,9473.69
9_human_capital,2020-2021,37534.25,35766.09
9_human_capital,2021-2022,12465.75,11787.13
