d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,117353.79
1_facilities_and_construction,2018-2019,192946.55
1_facilities_and_construction,2019-2020,193475.17
1_facilities_and_construction,2020-2021,192946.55
2_professional_services,2017-2018,12630679.05
2_professional_services,2018-2019,13373732.06
2_professional_services,2019-2020,13566675.02
2_professional_services,2020-2021,31016001.59
3_information_technology,2017-2018,29736970.70
3_information_technology,2018-2019,25006108.21
3_information_technology,2019-2020,23191512.17
3_information_technology,2020-2021,23335757.34
9_human_capital,2017-2018,18485.55
9_human_capital,2018-2019,28135.61
9_human_capital,2019-2020,9466.20
9_human_capital,2020-2021,37534.25
