d_most_recent_category,total,percentage
3_information_technology,99195037.70199129,0.5817331841378229
2_professional_services,70587087.7305825,0.4139607409383877
1_facilities_and_construction,696722.0689655173,0.004085953864507337
9_human_capital,37534.24657534247,2.2012105928207967e-4
