normalized_vendor_name,original_vendor_name
ELBIT SYSTEMS,Elbit Systems EW and SIGINT - Elisra Ltd.
ELBIT SYSTEMS,ELBIT SYSTEMS LTD
ELBIT SYSTEMS,Elbit Systems Ltd.
ELBIT SYSTEMS,ELBIT SYSTEMS ELECTRO-OPTICS ELOP LTD.
ELBIT SYSTEMS,Elbit Systems Electro-Optics Elop Ltd.
ELBIT SYSTEMS,ELBIT SYSTEMS ELECTRO-OPTICS ELOP LTD
ELBIT SYSTEMS,Elbit Systems Of America LLC
ELBIT SYSTEMS,Elbit Systems Land and C4I Ltd.
ELBIT SYSTEMS,Elbit Systems of America - Night Vision
ELBIT SYSTEMS,ELBIT OF AMERIA LLC
ELBIT SYSTEMS,Elbit Systems Electro-Optics Elop Ltd
ELBIT SYSTEMS,Elbit Systems of America
ELBIT SYSTEMS,ELBIT SYSTEMS ELECTRO-OPTICS
