d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1304302.99,1338101.74
1_facilities_and_construction,2018-2019,1304302.99,1324586.83
1_facilities_and_construction,2019-2020,1307876.42,1296839.28
1_facilities_and_construction,2020-2021,335902.69,317257.50
5_transportation_and_logistics,2020-2021,2987820.82,2813385.91
5_transportation_and_logistics,2021-2022,15805139.12,12363801.23
6_industrial_products_and_services,2017-2018,11296413.18,11589140.19
6_industrial_products_and_services,2018-2019,11362448.38,11538798.18
6_industrial_products_and_services,2019-2020,12100863.12,11990617.63
6_industrial_products_and_services,2021-2022,187391.29,122181.56
