d_fiscal_year,total,total_constant_2019_dollars
2017-2018,736134.57,758623.43
2018-2019,635539.10,647722.36
2019-2020,354457.00,351429.08
2020-2021,663161.45,632822.25
2021-2022,774720.14,717943.39
2022-2023,759360.29,678263.98
