d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,109339.68,112483.10
10_office_management,2019-2020,156398.74,153901.69
10_office_management,2020-2021,67568.68,64798.54
10_office_management,2021-2022,90662.85,81957.77
10_office_management,2022-2023,123219.54,109042.56
3_information_technology,2017-2018,626794.89,646140.33
3_information_technology,2018-2019,635539.10,647722.36
3_information_technology,2019-2020,198058.26,197527.39
3_information_technology,2020-2021,595592.77,568023.71
3_information_technology,2021-2022,684057.29,635985.62
3_information_technology,2022-2023,636140.75,569221.41
