d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,1335404.42,1350222.21
11_defence,2019-2020,640087.30,640523.38
11_defence,2020-2021,549591.76,519201.54
11_defence,2021-2022,749001.16,706058.84
3_information_technology,2021-2022,186559.00,169004.21
5_transportation_and_logistics,2018-2019,602715.64,609280.67
5_transportation_and_logistics,2019-2020,195141.69,191807.78
5_transportation_and_logistics,2020-2021,229371.08,218883.32
5_transportation_and_logistics,2021-2022,131940.29,122055.05
6_industrial_products_and_services,2020-2021,112378.13,105817.27
