d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,5886.38,6068.33
10_office_management,2018-2019,5886.38,5999.18
10_office_management,2019-2020,5902.51,5855.42
10_office_management,2020-2021,5886.38,5605.72
10_office_management,2021-2022,2806.11,2646.88
2_professional_services,2017-2018,473841.92,488431.02
2_professional_services,2018-2019,688983.47,701960.70
2_professional_services,2019-2020,476764.18,473275.45
2_professional_services,2020-2021,527084.52,502049.83
2_professional_services,2021-2022,294887.77,273725.86
2_professional_services,2022-2023,373622.82,334772.00
3_information_technology,2017-2018,18876.24,19459.72
3_information_technology,2018-2019,38380.35,38924.27
3_information_technology,2019-2020,118534.75,117123.90
3_information_technology,2020-2021,80200.42,76501.27
3_information_technology,2021-2022,28344.45,25951.12
3_information_technology,2022-2023,93451.21,82919.16
9_human_capital,2017-2018,10896.00,11232.81
9_human_capital,2018-2019,10051.00,10206.28
9_human_capital,2020-2021,28806.80,27225.80
9_human_capital,2021-2022,18217.75,16901.05
9_human_capital,2022-2023,40367.41,36101.79
