d_fiscal_year,total,total_constant_2019_dollars
2017-2018,509500.54,525031.13
2018-2019,743301.19,756441.16
2019-2020,601201.44,596223.65
2020-2021,641978.12,612676.01
2021-2022,340297.48,317640.28
