d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,3700.11,3736.51
it_consulting_services,2019-2020,44946.89,44771.80
it_consulting_services,2020-2021,3592.92,3423.09
it_consulting_services,2021-2022,24385.85,22298.07
it_devices_equipment,2017-2018,18876.24,19365.38
it_devices_equipment,2018-2019,34680.24,35129.29
it_devices_equipment,2019-2020,39687.86,39016.27
it_devices_equipment,2020-2021,12150.89,11551.49
it_software_licensing,2019-2020,33900.00,33257.75
it_software_licensing,2020-2021,64456.61,61378.02
