d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,5886.380585980285
10_office_management,2018-2019,5886.380585980285
10_office_management,2019-2020,5902.507656078861
10_office_management,2020-2021,5886.380585980285
2_professional_services,2017-2018,473841.92397102376
2_professional_services,2018-2019,688983.4676951488
2_professional_services,2019-2020,501096.17994079244
2_professional_services,2020-2021,527084.5183873337
3_information_technology,2017-2018,18876.237181707853
3_information_technology,2018-2019,38380.34587736003
3_information_technology,2019-2020,94202.74877288965
3_information_technology,2020-2021,80200.42268135905
9_human_capital,2017-2018,10896
9_human_capital,2018-2019,10051
9_human_capital,2020-2021,28806.80090909091
