owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,86377.20,88270.76
aafc-aac,2018-2019,1266264.74,1285286.37
aafc-aac,2019-2020,2244207.71,2239610.98
aafc-aac,2020-2021,971811.25,971286.52
aandc-aadnc,2017-2018,9108.28,9264.73
aandc-aadnc,2018-2019,4074.75,4117.98
atssc-scdata,2017-2018,115292.81,118383.30
atssc-scdata,2018-2019,30542.54,30852.12
cbsa-asfc,2017-2018,5327832.06,5471122.76
cbsa-asfc,2018-2019,4408780.62,4464653.66
cbsa-asfc,2019-2020,4924387.03,4913689.75
cbsa-asfc,2020-2021,3214448.39,3155793.13
cbsa-asfc,2021-2022,3220155.02,2110924.60
cer-rec,2017-2018,33604.91,34707.47
cfia-acia,2017-2018,100430.70,103941.03
cfia-acia,2018-2019,149362.60,151268.69
cfia-acia,2019-2020,149771.81,149465.04
cfia-acia,2020-2021,149362.60,146224.15
cic,2017-2018,5341015.00,5476461.78
cic,2018-2019,7731583.79,7830921.11
cic,2019-2020,9306908.89,9286297.33
cic,2020-2021,6654668.65,6508373.79
cic,2021-2022,9280927.38,7019730.01
cihr-irsc,2017-2018,86788.70,89634.44
cnsc-ccsn,2017-2018,210792.41,216442.81
cnsc-ccsn,2018-2019,386959.36,392036.80
cnsc-ccsn,2019-2020,450749.38,449826.13
cnsc-ccsn,2020-2021,307675.99,298882.96
cnsc-ccsn,2021-2022,450518.84,342232.32
cra-arc,2017-2018,14236274.73,14614451.48
cra-arc,2018-2019,3541700.95,3581406.38
cra-arc,2019-2020,668728.49,667615.67
cra-arc,2020-2021,1900981.00,1846124.36
cra-arc,2021-2022,3631439.94,2587590.24
csc-scc,2017-2018,19314.95,19693.39
dfatd-maecd,2017-2018,728598.16,747759.73
dfatd-maecd,2018-2019,825363.76,835896.66
dfatd-maecd,2019-2020,643860.17,642325.07
dfatd-maecd,2020-2021,923110.50,895788.43
dfatd-maecd,2021-2022,2470784.18,1845984.87
dfo-mpo,2017-2018,24993.40,25879.27
dfo-mpo,2018-2019,160780.01,162693.88
dfo-mpo,2019-2020,564210.14,562775.69
dfo-mpo,2020-2021,67482.35,68056.67
dfo-mpo,2021-2022,128221.10,8133.06
dnd-mdn,2017-2018,316279.49,325233.22
dnd-mdn,2018-2019,1649455.87,1671748.64
dnd-mdn,2019-2020,1959515.81,1955517.88
dnd-mdn,2020-2021,1944344.10,1903489.03
dnd-mdn,2021-2022,1944344.10,1477002.37
ec,2017-2018,593507.03,609416.61
ec,2018-2019,37479.16,37957.45
ec,2019-2020,37581.84,37504.86
ec,2020-2021,1153638.68,1114420.11
ec,2021-2022,2184921.42,1598284.54
elections,2018-2019,465057.80,471626.62
elections,2019-2020,602469.32,601548.92
elections,2020-2021,358165.45,350639.58
elections,2021-2022,179573.36,164829.18
esdc-edsc,2017-2018,1134769.44,1164174.61
esdc-edsc,2018-2019,1844084.11,1867550.80
esdc-edsc,2019-2020,2069393.95,2066348.84
esdc-edsc,2020-2021,7366048.13,7175247.87
esdc-edsc,2021-2022,9882886.47,7168132.11
fintrac-canafe,2019-2020,151872.00,151704.88
hc-sc,2017-2018,116803.50,119093.82
hc-sc,2018-2019,687071.75,696377.73
hc-sc,2019-2020,892650.06,890821.67
hc-sc,2020-2021,328992.76,320839.19
hc-sc,2021-2022,1104025.21,621830.11
ic,2017-2018,47083.33,47910.11
ic,2018-2019,789405.96,799899.65
ic,2019-2020,1851043.05,1847025.35
ic,2020-2021,1537014.47,1498577.94
ic,2021-2022,1704401.55,1325156.76
isc-sac,2017-2018,10615.50,10803.55
nfb-onf,2017-2018,28246.90,28968.89
nfb-onf,2018-2019,13423.62,13558.31
nfb-onf,2019-2020,4439.91,4437.88
nrc-cnrc,2017-2018,31538.58,32549.04
nrc-cnrc,2018-2019,873.94,883.22
nrc-cnrc,2020-2021,0.00,0.00
nrc-cnrc,2021-2022,0.00,0.00
nrcan-rncan,2017-2018,57556.88,59017.12
nrcan-rncan,2018-2019,11512.44,11764.81
nrcan-rncan,2019-2020,40129.13,40110.82
nrcan-rncan,2020-2021,39863.35,38744.23
osfi-bsif,2017-2018,418838.93,430066.13
