d_most_recent_category,total,percentage
3_information_technology,95331833.43969014,0.838178486385472
2_professional_services,17396165.53087901,0.1529509206681495
10_office_management,568933.5501164384,0.005002189139603517
9_human_capital,389077.07999999996,0.003420851422185122
1_facilities_and_construction,34613.14655172414,3.043264116399958e-4
6_industrial_products_and_services,16290.08,1.4322597294990857e-4
