d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,5232.22,5105.60
1_facilities_and_construction,2020-2021,29380.93,27931.57
1_facilities_and_construction,2021-2022,29380.93,22983.66
10_office_management,2017-2018,65663.84,67234.28
10_office_management,2018-2019,167603.51,170209.99
10_office_management,2019-2020,168062.70,166644.42
10_office_management,2020-2021,167603.51,159335.67
10_office_management,2021-2022,101480.48,95318.78
2_professional_services,2017-2018,858406.85,880746.99
2_professional_services,2018-2019,3645726.13,3695546.96
2_professional_services,2019-2020,4637590.67,4598955.21
2_professional_services,2020-2021,5755855.21,5463282.27
2_professional_services,2021-2022,15089678.07,12074021.42
3_information_technology,2017-2018,28948625.27,29696533.97
3_information_technology,2018-2019,22055679.53,22406842.99
3_information_technology,2019-2020,23457795.59,23251157.97
3_information_technology,2020-2021,23329315.17,22170080.28
3_information_technology,2021-2022,26842743.15,20269589.93
6_industrial_products_and_services,2018-2019,16290.08,16450.36
9_human_capital,2018-2019,137963.96,140087.06
9_human_capital,2019-2020,125728.32,124667.30
9_human_capital,2020-2021,125384.80,119199.60
9_human_capital,2021-2022,129376.34,103415.69
