owner_org,d_fiscal_year,total
aafc-aac,2017-2018,86377.2
aafc-aac,2018-2019,1266264.7432968535
aafc-aac,2019-2020,2244207.7075239397
aafc-aac,2020-2021,971811.2491792066
aandc-aadnc,2017-2018,9108.275272727273
aandc-aadnc,2018-2019,4074.7547272727275
atssc-scdata,2017-2018,115292.81109878958
atssc-scdata,2018-2019,30542.538687561217
cbsa-asfc,2017-2018,5760377.563439457
cbsa-asfc,2018-2019,5224770.964895769
cbsa-asfc,2019-2020,5558401.266357304
cbsa-asfc,2020-2021,3818716.031088221
cer-rec,2017-2018,33604.90939554852
cfia-acia,2017-2018,100430.70432372505
cfia-acia,2018-2019,149362.5958029197
cfia-acia,2019-2020,149771.8083941606
cfia-acia,2020-2021,149362.5958029197
cic,2017-2018,5297303.147963891
cic,2018-2019,8041699.631159943
cic,2019-2020,8657486.19440238
cic,2020-2021,5254477.799433567
cihr-irsc,2017-2018,86788.69635627531
cnsc-ccsn,2017-2018,321536.90653820866
cnsc-ccsn,2018-2019,387618.11814858386
cnsc-ccsn,2019-2020,450749.3827100534
cnsc-ccsn,2020-2021,307675.98832573084
cra-arc,2017-2018,14132777.50093497
cra-arc,2018-2019,3715750.7863545185
cra-arc,2019-2020,981751.5889785078
cra-arc,2020-2021,2318928.098304223
csc-scc,2017-2018,19314.950000000004
dfatd-maecd,2017-2018,728598.1647577119
dfatd-maecd,2018-2019,825363.7643586795
dfatd-maecd,2019-2020,643860.1664976752
dfatd-maecd,2020-2021,1069372.703008607
dfo-mpo,2017-2018,41360.76388888889
dfo-mpo,2018-2019,160780.01376404494
dfo-mpo,2019-2020,564210.144106575
dfo-mpo,2020-2021,67482.35212938007
dnd-mdn,2017-2018,305649.2486476198
dnd-mdn,2018-2019,2776880.099347246
dnd-mdn,2019-2020,2211708.9614815484
ec,2017-2018,593507.0272665664
ec,2018-2019,37479.15511272142
ec,2019-2020,37581.8377294686
ec,2020-2021,1692421.7908495981
elections,2018-2019,261378.98518343395
elections,2019-2020,434571.91868980555
elections,2020-2021,358165.4456866197
esdc-edsc,2017-2018,1253789.2503095167
esdc-edsc,2018-2019,1699403.5339725635
esdc-edsc,2019-2020,2042992.2087407508
esdc-edsc,2020-2021,7424333.289333195
fintrac-canafe,2019-2020,303744
hc-sc,2017-2018,116803.49957562568
hc-sc,2018-2019,687071.7467055552
hc-sc,2019-2020,892650.0552530955
hc-sc,2020-2021,328992.75724329357
ic,2017-2018,47083.33333333333
ic,2018-2019,789405.9636366261
ic,2019-2020,1851043.0509467553
ic,2020-2021,1201184.0818274398
isc-sac,2017-2018,10615.5
nfb-onf,2017-2018,28246.899999999998
nfb-onf,2018-2019,13423.624186046512
nfb-onf,2019-2020,4439.905813953489
nrc-cnrc,2017-2018,31538.575260115605
nrc-cnrc,2018-2019,873.944739884393
nrc-cnrc,2020-2021,0
nrcan-rncan,2017-2018,57556.880000000005
nrcan-rncan,2018-2019,11512.440000000002
nrcan-rncan,2019-2020,40129.13
nrcan-rncan,2020-2021,39863.350000000006
osfi-bsif,2017-2018,418838.93137254904
osfi-bsif,2018-2019,104422.8568627451
osgg-bsgg,2018-2019,295989.0301643192
osgg-bsgg,2019-2020,49466.65983568075
pco-bcp,2019-2020,50602.11800302572
pco-bcp,2020-2021,62397.88199697428
phac-aspc,2017-2018,32467.073846153846
phac-aspc,2018-2019,17522.71615384615
psc-cfp,2018-2019,106124.86231751826
psc-cfp,2019-2020,223228.15866788322
psc-cfp,2020-2021,222618.2456660584
pwgsc-tpsgc,2017-2018,18900
pwgsc-tpsgc,2018-2019,41754.284228855715
pwgsc-tpsgc,2019-2020,4916.045771144278
pwgsc-tpsgc,2020-2021,755326
ssc-spc,2017-2018,691339.0254746922
ssc-spc,2018-2019,700259.4433548766
ssc-spc,2019-2020,674221.7199979054
ssc-spc,2020-2021,619933.295541021
tbs-sct,2017-2018,11316.783781512606
tbs-sct,2018-2019,692655.8023249988
tbs-sct,2019-2020,824823.9097708068
tbs-sct,2020-2021,800275.6070613409
tc,2017-2018,30148.678414096918
tc,2018-2019,61658.31841409692
tc,2019-2020,5232.2198275862065
tc,2020-2021,29380.92672413793
vac-acc,2017-2018,25599.93
