d_fiscal_year,total,total_constant_2019_dollars
2017-2018,29734879.06,30503129.90
2018-2019,25874545.55,26277724.08
2019-2020,28337928.24,28088845.33
2020-2021,29834752.94,28347237.93
2021-2022,42062219.98,39062552.65
