owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,1588888.96,1629714.29
dfo-mpo,2018-2019,1526690.22,1554070.47
dfo-mpo,2019-2020,32334.79,31552.27
dfo-mpo,2020-2021,194642.52,184963.80
dfo-mpo,2021-2022,1182107.92,1076628.56
dnd-mdn,2017-2018,5587968.68,5721111.84
dnd-mdn,2018-2019,7286149.04,7430964.22
dnd-mdn,2019-2020,240759.08,239663.97
dnd-mdn,2020-2021,89446.60,84522.62
dnd-mdn,2021-2022,42647.29,39354.37
pc,2018-2019,972512.52,982884.65
pc,2019-2020,2752157.08,2728931.70
pc,2020-2021,1938553.12,1835939.08
pc,2021-2022,943451.05,892090.65
pwgsc-tpsgc,2017-2018,3921391.01,4024632.17
pwgsc-tpsgc,2018-2019,4192605.57,4251647.01
pwgsc-tpsgc,2019-2020,4798165.66,4751306.74
pwgsc-tpsgc,2020-2021,2269131.52,2157110.78
pwgsc-tpsgc,2021-2022,4717768.87,4357838.41
rcmp-grc,2017-2018,246207.82,252776.51
