d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2539526.75,2604305.07
2018-2019,2325423.54,2351305.58
2019-2020,2685538.72,2648462.94
2020-2021,1868167.60,1773407.69
2021-2022,1203409.57,1104188.16
