d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,21559.57,21891.86
11_defence,2019-2020,49630.43,49234.53
11_defence,2020-2021,20100.00,19141.65
11_defence,2021-2022,23153.70,21526.59
2_professional_services,2017-2018,1036708.96,1068754.75
2_professional_services,2018-2019,1036708.96,1056575.56
2_professional_services,2019-2020,1039549.26,1031256.80
2_professional_services,2020-2021,1056887.07,1006292.73
2_professional_services,2021-2022,1036708.96,963854.93
2_professional_services,2022-2023,1036708.96,927651.53
3_information_technology,2020-2021,24577.50,23158.78
