d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6506.642096069869
1_facilities_and_construction,2018-2019,702950.5579039302
1_facilities_and_construction,2019-2020,1035444.88
1_facilities_and_construction,2020-2021,20849.18
10_office_management,2017-2018,2347167.386095807
10_office_management,2018-2019,4524114.339182527
10_office_management,2019-2020,9347637.636324737
10_office_management,2020-2021,11826171.071996866
2_professional_services,2017-2018,22213291.177097924
2_professional_services,2018-2019,41810234.966837056
2_professional_services,2019-2020,58178387.083459124
2_professional_services,2020-2021,40907677.738269694
3_information_technology,2017-2018,29234946.164009225
3_information_technology,2018-2019,51526557.05164679
3_information_technology,2019-2020,58542581.20314345
3_information_technology,2020-2021,56047801.5736824
4_medical,2020-2021,56936.64980874317
5_transportation_and_logistics,2017-2018,116020.76
5_transportation_and_logistics,2018-2019,244647.77054298643
5_transportation_and_logistics,2019-2020,2184370.761263253
5_transportation_and_logistics,2020-2021,417621.7518013047
6_industrial_products_and_services,2017-2018,187386.88713106114
6_industrial_products_and_services,2018-2019,1181411.234558958
6_industrial_products_and_services,2019-2020,1293842.111304042
6_industrial_products_and_services,2020-2021,1428905.8071119615
7_travel,2017-2018,165722.34351590034
8_security_and_protection,2017-2018,116608.4895
8_security_and_protection,2018-2019,168423.99049999999
8_security_and_protection,2019-2020,526459.96
8_security_and_protection,2020-2021,106590.01045590796
9_human_capital,2017-2018,1457495.5430928569
9_human_capital,2018-2019,1693190.1136012382
9_human_capital,2019-2020,1334878.5852683857
9_human_capital,2020-2021,1057562.6754299237
