d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,34830679.11,35873978.94
it_consulting_services,2018-2019,82949340.26,84527934.25
it_consulting_services,2019-2020,86613813.42,85914230.34
it_consulting_services,2020-2021,81397811.44,77524648.37
it_consulting_services,2021-2022,68757624.77,64100414.20
it_consulting_services,2022-2023,57109239.45,51038221.06
it_devices_equipment,2017-2018,13251969.63,13660675.76
it_devices_equipment,2018-2019,13775703.94,14036676.49
it_devices_equipment,2019-2020,13126223.43,13022644.18
it_devices_equipment,2020-2021,14669428.63,13973242.33
it_devices_equipment,2021-2022,13769342.93,12817626.35
it_devices_equipment,2022-2023,13392858.36,11978397.62
it_other,2017-2018,1082681.81,1115850.96
it_other,2018-2019,2855984.89,2899018.26
it_other,2019-2020,5354644.60,5313784.85
it_other,2020-2021,5021946.62,4782577.52
it_other,2021-2022,4983627.73,4633616.48
it_other,2022-2023,6120343.40,5474636.02
it_software_licensing,2017-2018,4705909.38,4851141.57
it_software_licensing,2018-2019,5407738.71,5509825.29
it_software_licensing,2019-2020,7332583.12,7281438.40
it_software_licensing,2020-2021,8010739.32,7633151.71
it_software_licensing,2021-2022,5689851.43,5325024.17
it_software_licensing,2022-2023,6299783.27,5652365.30
