d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2317791.21,2377709.68
2018-2019,2635494.68,2676480.52
2019-2020,2642715.21,2620413.40
2020-2021,2635494.68,2505486.47
2021-2022,2635494.68,2061654.26
