d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,28106.36,27464.83
1_facilities_and_construction,2017-2018,79061.15,81488.61
1_facilities_and_construction,2018-2019,104433.94,105922.88
1_facilities_and_construction,2019-2020,40505.93,39821.60
1_facilities_and_construction,2020-2021,105208.08,100079.38
1_facilities_and_construction,2021-2022,699394.73,640937.90
1_facilities_and_construction,2022-2023,1685757.36,1507568.18
10_office_management,2021-2022,60057.59,54291.10
2_professional_services,2022-2023,621929.94,554323.87
8_security_and_protection,2022-2023,3479.61,3079.26
