d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1981414.55,2040750.59
2018-2019,1802020.80,1832447.35
2019-2020,1665604.91,1654020.94
2020-2021,4909294.83,4686511.15
2021-2022,1911399.00,1779961.56
