d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,1704635.74,1755832.49
10_office_management,2018-2019,1453331.68,1477206.48
10_office_management,2019-2020,1340618.23,1331642.31
10_office_management,2020-2021,4909294.83,4686511.15
10_office_management,2021-2022,1701091.50,1583443.09
2_professional_services,2017-2018,276778.81,284918.10
2_professional_services,2018-2019,348689.12,355240.87
2_professional_services,2019-2020,324986.68,322378.63
3_information_technology,2021-2022,135600.00,126740.93
9_human_capital,2021-2022,74707.50,69777.55
