normalized_vendor_name,original_vendor_name
SETANTA CONTRACTING,Setanta Contracting
SETANTA CONTRACTING,Setanta Contracting Ltd
SETANTA CONTRACTING,SETANTA CONTRACTING
SETANTA CONTRACTING,SETANTA CONTRACTING LTD.
SETANTA CONTRACTING,Setanta Contracting Ltd.
SETANTA CONTRACTING,setanta contracting
SETANTA CONTRACTING,SETANTA CONTRACTIN
SETANTA CONTRACTING,Setanta Cotracting
SETANTA CONTRACTING,Setanta contracting
SETANTA CONTRACTING,SETANTA CONTRACTING LTD
SETANTA CONTRACTING,Setanta Contractor
SETANTA CONTRACTING,setanta Contracting Ltd.
SETANTA CONTRACTING,sETANTA CONTRACTING
SETANTA CONTRACTING,Setanta Contracting LTD.
SETANTA CONTRACTING,Setanta Contracting ltd
SETANTA CONTRACTING,Setanta Construction
