owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2020-2021,12600.00,12134.72
dnd-mdn,2017-2018,1172918.48,1209293.56
dnd-mdn,2018-2019,1062384.94,1084527.85
dnd-mdn,2019-2020,1177442.31,1160140.90
dnd-mdn,2020-2021,1861454.80,1767649.98
dnd-mdn,2021-2022,2088999.15,1931579.18
dnd-mdn,2022-2023,2860624.26,2557532.04
pwgsc-tpsgc,2017-2018,263389.74,271164.33
pwgsc-tpsgc,2018-2019,487992.85,497275.80
pwgsc-tpsgc,2019-2020,284774.76,284555.35
pwgsc-tpsgc,2020-2021,11008.46,10601.95
