d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,611755.92,628918.74
1_facilities_and_construction,2018-2019,572621.07,579587.13
1_facilities_and_construction,2019-2020,648506.68,648058.15
1_facilities_and_construction,2020-2021,1347025.02,1299511.70
1_facilities_and_construction,2021-2022,1991124.10,1314945.25
10_office_management,2017-2018,28429.10,28917.44
2_professional_services,2017-2018,496513.79,509762.53
2_professional_services,2018-2019,487588.79,493811.16
2_professional_services,2019-2020,533285.49,532137.10
2_professional_services,2020-2021,452596.45,444010.86
2_professional_services,2021-2022,412806.79,333002.51
6_industrial_products_and_services,2017-2018,304548.57,311137.89
6_industrial_products_and_services,2018-2019,479499.96,485616.51
6_industrial_products_and_services,2019-2020,280424.89,279966.25
6_industrial_products_and_services,2020-2021,89992.64,86811.87
6_industrial_products_and_services,2021-2022,12028.11,11110.29
