d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,2545529.97,2609837.64
11_defence,2018-2019,4766987.37,4827099.82
11_defence,2019-2020,2106969.37,2082307.21
11_defence,2020-2021,3866746.26,3663925.54
11_defence,2021-2022,1320985.49,706451.92
5_transportation_and_logistics,2017-2018,16116215.54,16507067.20
5_transportation_and_logistics,2018-2019,12126744.52,12292250.23
5_transportation_and_logistics,2019-2020,10903542.80,10782938.32
5_transportation_and_logistics,2020-2021,11750531.74,11133419.58
5_transportation_and_logistics,2021-2022,3964742.70,2847351.74
6_industrial_products_and_services,2017-2018,58732.80,60132.33
6_industrial_products_and_services,2018-2019,24870.30,25262.21
6_industrial_products_and_services,2020-2021,38892.79,36628.63
