owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,1281226.85,1310249.92
aafc-aac,2018-2019,300327.59,303677.07
aafc-aac,2019-2020,143570.85,143215.62
aandc-aadnc,2017-2018,54465.95,55421.06
aandc-aadnc,2018-2019,65480.10,66113.78
cas-satj,2017-2018,145045.68,147537.18
cbsa-asfc,2019-2020,462850.96,461691.34
cbsa-asfc,2020-2021,454561.71,437362.32
cgc-ccg,2017-2018,24130.05,24843.60
cgc-ccg,2018-2019,53268.74,54165.21
cgc-ccg,2020-2021,105854.94,102088.59
cic,2017-2018,71577.15,72861.22
cnsc-ccsn,2017-2018,58428.23,59858.17
cra-arc,2017-2018,26766.54,27240.97
cra-arc,2018-2019,159673.60,161731.82
cra-arc,2019-2020,57233.37,57089.76
cra-arc,2020-2021,106215.52,100551.69
cra-arc,2021-2022,68407.88,63187.89
csc-scc,2017-2018,1271315.85,1296188.80
csc-scc,2018-2019,1150263.09,1164539.39
csc-scc,2019-2020,453417.41,452747.26
csc-scc,2020-2021,380584.51,362202.74
csc-scc,2021-2022,211748.14,155014.06
dfatd-maecd,2017-2018,22982.20,23409.80
dfatd-maecd,2018-2019,60606.00,61513.28
dfatd-maecd,2021-2022,41708.00,0.00
dnd-mdn,2017-2018,2604262.77,2662759.61
dnd-mdn,2018-2019,4791857.67,4859459.96
dnd-mdn,2019-2020,2106969.37,2100192.60
dnd-mdn,2020-2021,3866746.26,3703013.55
dnd-mdn,2021-2022,1320985.49,685133.84
ec,2018-2019,39819.33,40350.38
ec,2019-2020,79807.83,79563.17
ec,2020-2021,249658.02,239134.20
hc-sc,2017-2018,408240.19,415618.33
hc-sc,2018-2019,111012.60,112534.76
hc-sc,2020-2021,180602.25,172753.82
hc-sc,2021-2022,257716.16,107292.92
ic,2017-2018,146195.67,149699.07
ic,2018-2019,82858.53,84074.82
isc-sac,2018-2019,65480.10,66113.78
isc-sac,2019-2020,161780.75,161543.70
isc-sac,2020-2021,792749.68,758504.06
nrc-cnrc,2019-2020,60000.74,59484.90
nrc-cnrc,2020-2021,171981.48,163896.98
nrcan-rncan,2018-2019,144145.30,145873.94
nrcan-rncan,2019-2020,77458.26,77408.68
nrcan-rncan,2020-2021,182836.26,175480.89
osgg-bsgg,2017-2018,23483.57,23886.96
osgg-bsgg,2018-2019,34322.15,34686.26
osgg-bsgg,2020-2021,56164.39,55038.62
pc,2017-2018,540428.28,553133.24
pc,2018-2019,883388.14,894011.16
pc,2019-2020,808856.97,806993.85
pc,2020-2021,566701.36,547738.21
pc,2021-2022,17687.33,7787.08
pco-bcp,2017-2018,30025.69,30560.57
phac-aspc,2020-2021,44268.83,41843.40
ppsc-sppc,2021-2022,41281.07,37832.98
pwgsc-tpsgc,2019-2020,57909.60,57839.27
pwgsc-tpsgc,2020-2021,195653.59,190162.98
pwgsc-tpsgc,2021-2022,40305.83,30617.94
rcmp-grc,2017-2018,11330659.62,11551027.21
rcmp-grc,2018-2019,8545529.96,8649967.73
rcmp-grc,2019-2020,8468249.83,8454566.01
rcmp-grc,2020-2021,8233186.10,7981629.04
rcmp-grc,2021-2022,3155032.46,2295677.94
ssc-spc,2017-2018,477559.27,485762.47
ssc-spc,2018-2019,312094.46,315114.73
ssc-spc,2019-2020,72406.22,72403.23
ssc-spc,2020-2021,35638.95,34525.71
ssc-spc,2021-2022,130855.82,72495.24
tc,2017-2018,203684.75,207225.36
tc,2018-2019,90368.83,91480.72
tsb-bst,2018-2019,28106.00,28521.24
vac-acc,2020-2021,32766.95,31263.26
