d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,24617.99,24258.23
10_office_management,2020-2021,12880.75,12364.14
11_defence,2017-2018,1092567.71,1126599.81
11_defence,2018-2019,1588037.26,1612547.88
11_defence,2019-2020,852247.79,837309.01
11_defence,2020-2021,507.83,479.71
2_professional_services,2018-2019,49149.35,50008.91
3_information_technology,2017-2018,237731.12,244680.33
3_information_technology,2018-2019,743057.60,756879.17
3_information_technology,2019-2020,610979.57,604758.90
3_information_technology,2020-2021,508946.60,485453.41
3_information_technology,2021-2022,30286.74,28681.39
6_industrial_products_and_services,2018-2019,279375.21,281985.03
6_industrial_products_and_services,2019-2020,671161.38,662144.86
