d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1330298.83,1371280.14
2018-2019,2659619.42,2701420.99
2019-2020,2159006.74,2128471.00
2020-2021,522335.19,498297.26
2021-2022,30286.74,28681.39
