owner_org,d_fiscal_year,total
cra-arc,2019-2020,0
cra-arc,2020-2021,0
csc-scc,2017-2018,152616.040687463
csc-scc,2018-2019,242892.4019841181
csc-scc,2019-2020,251384.54946175092
csc-scc,2020-2021,277327.2790569273
isc-sac,2017-2018,2240.5495199326224
isc-sac,2018-2019,30288.910176866928
isc-sac,2019-2020,65276.236185385154
isc-sac,2020-2021,12375322.7220307
jus,2017-2018,94879.91259199377
jus,2018-2019,159654.30958763193
jus,2019-2020,149115.9100018778
jus,2020-2021,151056.47557591507
phac-aspc,2019-2020,293180.55134020624
phac-aspc,2020-2021,8595132.4829245
statcan,2017-2018,10735
vac-acc,2017-2018,163364.64411078967
